ID1;HHID;HVIDX;QHCLUSTER;QHNUMBER;QHHOME;PS109_1R;PS109_1A;PS109_1M;PS109_1S;PS7
2022;      001605001;2;16;50;1;1;4;3;1;1
2022;      001605001;3;16;50;1;1;0;3;2;2
2022;      001605501;3;16;55;1;1;0;3;2;1
2022;      001607001;3;16;70;1;1;4;3;1;1
2022;      001607001;5;16;70;1;1;1;2;2;2
2022;      001700901;3;17;9;1;1;3;1;1;1
2022;      001700901;4;17;9;1;1;3;1;1;2
2022;      001700901;5;17;9;1;1;0;1;2;3
2022;      001703701;3;17;37;1;2; ; ;2;1
2022;      001706401;3;17;64;1;1;5;3;2;1
2022;      001710401;3;17;104;1;1;2;1;2;1
2022;      001712501;6;17;125;1;1;0;2;2;1
2022;      001714901;3;17;149;1;1;1;1;2;1
2022;      002001501;3;20;15;1;1;3;2;2;1
2022;      002005601;3;20;56;1;1;0;2;2;1
2022;      002009501;4;20;95;1;1;1;1;2;1
2022;      002101501;3;21;15;1;1;6;1;1;1
2022;      002101501;4;21;15;1;1;1;1;2;2
2022;      002107401;3;21;74;1;1;4;1;1;1
2022;      002107401;4;21;74;1;1;0;1;2;2
2022;      002112001;3;21;120;1;1;2;1;2;1
2022;      002200801;3;22;8;1;1;7;2;1;1
2022;      002200801;4;22;8;1;1;0;2;2;2
2022;      002202101;3;22;21;1;1;4;2;2;1
2022;      002203701;4;22;37;1;1;0;1;2;1
2022;      002207901;3;22;79;1;1;0;1;2;1
2022;      002312001;3;23;120;1;1;2;0;2;1
2022;      002901401;3;29;14;1;1;3;2;1;1
2022;      002901401;6;29;14;1;1;8;2;1;2
2022;      002901401;8;29;14;1;1;2;2;1;3
2022;      002901401;9;29;14;1;1;0;2;2;4
2022;      002901601;3;29;16;1;1;0;3;2;1
2022;      002901801;3;29;18;1;1;5;2;1;1
2022;      002901801;4;29;18;1;1;3;2;1;2
2022;      002901801;5;29;18;1;1;1;2;2;3
2022;      002902001;2;29;20;1;1;7;3;2;1
2022;      002902201;4;29;22;1;1;7;3;1;1
2022;      002902201;7;29;22;1;1;3;3;2;2
2022;      002902301;3;29;23;1;1;4;3;1;1
2022;      002902301;4;29;23;1;1;1;3;1;2
2022;      002902301;6;29;23;1;1;6;3;2;3
2022;      002902501;2;29;25;1;1;2;3;2;1
2022;      002902601;4;29;26;1;1;8;3;1;1
2022;      002902601;5;29;26;1;1;7;3;1;2
2022;      002902601;6;29;26;1;1;5;3;1;3
2022;      002902601;7;29;26;1;1;2;3;1;4
2022;      002902601;8;29;26;1;1;1;3;2;5
2022;      002908401;3;29;84;1;1;6;3;1;1
2022;      002908401;4;29;84;1;1;4;3;1;2
2022;      002908401;7;29;84;1;1;9;3;2;3
2022;      002908501;4;29;85;1;1;8;3;1;1
2022;      002908501;5;29;85;1;1;5;3;1;2
2022;      002908501;6;29;85;1;1;3;3;2;3
2022;      003001401;6;30;14;1;1;5;3;1;1
2022;      003001401;7;30;14;1;1;2;3;2;2
2022;      003001601;3;30;16;1;1;7;3;1;1
2022;      003001601;4;30;16;1;1;4;3;1;2
2022;      003001601;5;30;16;1;1;1;3;2;3
2022;      003014601;3;30;146;1;2; ; ;2;1
2022;      003017301;4;30;173;1;1;8;3;1;1
2022;      003017301;5;30;173;1;1;3;3;2;2
2022;      003017401;3;30;174;1;1;8;3;1;1
2022;      003017401;4;30;174;1;1;0;3;2;2
2022;      003017501;4;30;175;1;1;8;3;1;1
2022;      003017501;5;30;175;1;1;5;3;1;2
2022;      003017501;6;30;175;1;1;0;3;2;3
2022;      003017601;8;30;176;1;1;5;3;2;1
2022;      003017701;3;30;177;1;1;3;3;1;1
2022;      003017701;4;30;177;1;1;1;3;1;2
2022;      003017701;6;30;177;1;1;8;3;2;3
2022;      003100301;5;31;3;1;1;6;3;2;1
2022;      003100401;3;31;4;1;1;3;3;1;1
2022;      003100401;4;31;4;1;1;0;3;1;2
2022;      003100401;5;31;4;1;1;5;3;1;3
2022;      003100401;6;31;4;1;1;2;3;2;4
2022;      003100501;2;31;5;1;1;8;3;1;1
2022;      003100501;3;31;5;1;1;6;3;2;2
2022;      003101601;4;31;16;1;1;6;3;1;1
2022;      003101601;5;31;16;1;1;5;3;1;2
2022;      003101601;6;31;16;1;1;0;3;2;3
2022;      003101701;4;31;17;1;1;4;3;2;1
2022;      003102001;3;31;20;1;1;2;3;2;1
2022;      003116201;5;31;162;1;1;7;3;1;1
2022;      003116201;6;31;162;1;1;2;3;2;2
2022;      003116501;3;31;165;1;1;2;3;1;1
2022;      003116501;4;31;165;1;8; ; ;2;2
2022;      003117301;6;31;173;1;1;7;3;1;1
2022;      003117301;7;31;173;1;1;5;3;1;2
2022;      003117301;8;31;173;1;1;3;3;2;3
2022;      003303101;6;33;31;1;1;0;1;2;1
2022;      003303201;3;33;32;1;1;2;1;1;1
2022;      003303201;4;33;32;1;1;0;1;2;2
2022;      003303301;5;33;33;1;1;2;1;2;1
2022;      003308601;5;33;86;1;1;2;1;1;1
2022;      003308601;6;33;86;1;1;0;1;2;2
2022;      003308701;5;33;87;1;1;7;1;2;1
2022;      003308801;5;33;88;1;1;7;1;1;1
2022;      003308801;6;33;88;1;1;2;1;2;2
2022;      003309001;2;33;90;1;1;4;1;2;1
2022;      003309501;6;33;95;1;1;5;1;2;1
2022;      003309701;4;33;97;1;1;2;1;2;1
2022;      003309801;5;33;98;1;1;4;1;1;1
2022;      003309801;6;33;98;1;1;0;1;2;2
2022;      003310001;5;33;100;1;1;2;1;1;1
2022;      003310001;6;33;100;1;1;0;1;2;2
2022;      003406401;3;34;64;1;1;3;1;2;1
2022;      003406601;4;34;66;1;1;8;1;1;1
2022;      003406601;5;34;66;1;1;7;1;2;2
2022;      003406801;5;34;68;1;1;4;1;2;1
2022;      003502101;3;35;21;1;1;8;1;1;1
2022;      003502101;4;35;21;1;1;5;1;2;2
2022;      003502301;4;35;23;1;2; ; ;2;1
2022;      003504501;4;35;45;1;1;6;1;1;1
2022;      003504501;5;35;45;1;1;4;1;1;2
2022;      003504501;6;35;45;1;1;1;1;1;3
2022;      003504501;7;35;45;1;1;1;1;2;4
2022;      003504601;4;35;46;1;1;6;2;1;1
2022;      003504601;5;35;46;1;1;2;2;2;2
2022;      003504701;3;35;47;1;1;4;1;1;1
2022;      003504701;4;35;47;1;1;0;1;2;2
2022;      003504801;5;35;48;1;1;4;1;2;1
2022;      003508901;3;35;89;1;1;3;2;1;1
2022;      003508901;4;35;89;1;1;0;2;2;2
2022;      003509601;3;35;96;1;1;7;2;1;1
2022;      003509601;4;35;96;1;1;4;2;2;2
2022;      003603601;3;36;36;1;1;3;2;2;1
2022;      003603901;4;36;39;1;1;4;1;2;1
2022;      003609401;3;36;94;1;1;0;1;2;1
2022;      003609501;4;36;95;1;1;1;1;2;1
2022;      003609601;3;36;96;1;1;5;1;2;1
2022;      003705101;3;37;51;1;2; ; ;2;1
2022;      003809801;3;38;98;1;2; ; ;2;1
2022;      004001001;3;40;10;1;1;5;2;1;1
2022;      004001001;4;40;10;1;1;3;2;2;2
2022;      004001201;3;40;12;1;1;8;2;1;1
2022;      004001201;4;40;12;1;1;6;2;1;2
2022;      004001201;5;40;12;1;1;1;2;1;3
2022;      004001201;6;40;12;1;1;1;2;2;4
2022;      004008001;8;40;80;1;1;1;2;2;1
2022;      004008101;3;40;81;1;1;2;2;2;1
2022;      004008401;3;40;84;1;1;8;2;2;1
2022;      004008501;4;40;85;1;1;4;2;1;1
2022;      004008501;5;40;85;1;1;3;2;2;2
2022;      004012101;4;40;121;1;1;7;2;2;1
2022;      004012301;3;40;123;1;1;0;2;1;1
2022;      004012301;5;40;123;1;1;5;2;2;2
2022;      004012401;3;40;124;1;1;3;1;2;1
2022;      004208201;3;42;82;1;1;1;1;2;1
2022;      004208401;3;42;84;1;1;2;1;2;1
2022;      004208801;5;42;88;1;1;0;1;2;1
2022;      004216601;3;42;166;1;1;4;1;2;1
2022;      004216801;3;42;168;1;1;1;1;2;1
2022;      004217301;5;42;173;1;1;2;1;2;1
2022;      004404901;3;44;49;1;2; ; ;2;1
2022;      004405301;3;44;53;1;1;7;1;2;1
2022;      004406001;4;44;60;1;1;2;1;2;1
2022;      004406101;4;44;61;1;1;5;2;2;1
2022;      004406701;5;44;67;1;1;2;2;2;1
2022;      004406801;4;44;68;1;1;3;1;1;1
2022;      004406801;5;44;68;1;1;2;1;2;2
2022;      004407001;4;44;70;1;1;1;1;2;1
2022;      004503401;3;45;34;1;1;4;0;2;1
2022;      004503601;2;45;36;1;1;6;6;2;1
2022;      004508401;3;45;84;1;1;1;5;2;1
2022;      004508701;2;45;87;1;1;3;0;2;1
2022;      004902901;3;49;29;1;1;4;2;1;1
2022;      004902901;4;49;29;1;1;1;2;2;2
2022;      004904501;4;49;45;1;1;5;2;1;1
2022;      004904501;5;49;45;1;1;2;2;1;2
2022;      004904501;6;49;45;1;1;2;2;2;3
2022;      004905701;2;49;57;1;1;4;1;2;1
2022;      004905801;3;49;58;1;1;5;2;1;1
2022;      004905801;4;49;58;1;1;0;2;2;2
2022;      005100501;4;51;5;1;1;5;3;2;1
2022;      005100801;3;51;8;1;1;2;3;2;1
2022;      005101301;5;51;13;1;1;3;3;1;1
2022;      005101301;6;51;13;1;1;0;3;2;2
2022;      005107801;5;51;78;1;1;2;3;1;1
2022;      005107801;6;51;78;1;1;4;4;2;2
2022;      005108001;3;51;80;1;1;7;3;2;1
2022;      005108101;3;51;81;1;1;0;2;2;1
2022;      005112601;6;51;126;1;1;1;4;2;1
2022;      005113101;5;51;131;1;1;6;3;2;1
2022;      005114501;3;51;145;1;1;1;3;2;1
2022;      005400101;6;54;1;1;1;7;2;1;1
2022;      005400101;7;54;1;1;1;6;2;1;2
2022;      005400101;8;54;1;1;1;3;2;2;3
2022;      005400301;5;54;3;1;1;1;2;2;1
2022;      005401801;5;54;18;1;1;0;2;2;1
2022;      005402801;4;54;28;1;1;4;2;1;1
2022;      005402801;5;54;28;1;1;2;2;1;2
2022;      005402801;7;54;28;1;1;0;2;2;3
2022;      005402902;4;54;29;2;1;7;2;2;1
2022;      005403001;3;54;30;1;1;8;2;1;1
2022;      005403001;4;54;30;1;1;3;2;2;2
2022;      005403201;5;54;32;1;1;3;2;1;1
2022;      005403201;6;54;32;1;1;0;2;2;2
2022;      005406501;4;54;65;1;1;5;2;2;1
2022;      005701701;3;57;17;1;1;6;2;1;1
2022;      005701701;4;57;17;1;1;4;2;2;2
2022;      005701801;5;57;18;1;1;5;2;2;1
2022;      005701901;3;57;19;1;1;1;2;2;1
2022;      005702001;3;57;20;1;1;1;2;2;1
2022;      005706701;3;57;67;1;1;6;2;1;1
2022;      005706701;4;57;67;1;1;1;2;2;2
2022;      005707101;6;57;71;1;1;7;2;1;1
2022;      005707101;7;57;71;1;1;3;2;2;2
2022;      005707201;4;57;72;1;1;8;2;2;1
2022;      005711601;4;57;116;1;1;8;2;1;1
2022;      005711601;5;57;116;1;1;5;2;2;2
2022;      005711801;7;57;118;1;1;3;2;2;1
2022;      005712001;3;57;120;1;1;5;2;2;1
2022;      005802601;3;58;26;1;1;5;2;1;1
2022;      005802601;4;58;26;1;1;1;2;2;2
2022;      005804101;3;58;41;1;1;0;1;1;1
2022;      005804101;4;58;41;1;1;7;1;2;2
2022;      005805201;3;58;52;1;1;1;1;1;1
2022;      005805201;4;58;52;1;1;5;1;2;2
2022;      005805401;3;58;54;1;1;2;2;2;1
2022;      005806401;4;58;64;1;1;7;1;1;1
2022;      005806401;5;58;64;1;1;0;1;2;2
2022;      005810001;3;58;100;1;1;0;2;2;1
2022;      005810501;4;58;105;1;1;0;2;2;1
2022;      006312401;8;63;124;1;1;1;0;2;1
2022;      006502302;3;65;23;2;1;1;3;1;1
2022;      006502302;4;65;23;2;1;0;3;2;2
2022;      006502303;4;65;23;3;1;2;3;2;1
2022;      006506101;2;65;61;1;1;2;2;1;1
2022;      006506101;5;65;61;1;1;0;2;2;2
2022;      006507801;3;65;78;1;1;1;3;2;1
2022;      006600701;3;66;7;1;1;2;3;1;1
2022;      006600701;4;66;7;1;1;0;3;2;2
2022;      006606801;3;66;68;1;1;2;2;2;1
2022;      006607801;3;66;78;1;1;0;3;1;1
2022;      006607801;4;66;78;1;1;6;3;2;2
2022;      006610001;4;66;100;1;1;6;2;2;1
2022;      006703901;3;67;39;1;1;1;0;1;1
2022;      006703901;4;67;39;1;2; ; ;2;2
2022;      006704301;4;67;43;1;1;2;0;1;1
2022;      006704301;6;67;43;1;1;5;0;1;2
2022;      006704301;7;67;43;1;1;1;0;2;3
2022;      006709201;3;67;92;1;1;1;1;1;1
2022;      006709201;6;67;92;1;1;4;1;2;2
2022;      006808401;4;68;84;1;1;1;0;2;1
2022;      006903602;4;69;36;2;1;2;2;2;1
2022;      006905101;4;69;51;1;1;0;1;1;1
2022;      006905101;7;69;51;1;1;1;1;2;2
2022;      006910301;6;69;103;1;1;5;1;1;1
2022;      006910301;7;69;103;1;1;0;2;2;2
2022;      006912301;4;69;123;1;1;0;2;2;1
2022;      006912501;3;69;125;1;1;2;2;2;1
2022;      007202001;4;72;20;1;2; ; ;2;1
2022;      007205101;5;72;51;1;1;0;5;2;1
2022;      007600701;4;76;7;1;1;1;0;2;1
2022;      007606201;3;76;62;1;1;3;1;2;1
2022;      007609201;3;76;92;1;1;3;3;1;1
2022;      007609201;4;76;92;1;1;0;1;1;2
2022;      007609201;6;76;92;1;1;4;1;2;3
2022;      007610401;4;76;104;1;2; ; ;2;1
2022;      007610601;5;76;106;1;2; ; ;2;1
2022;      007802301;2;78;23;1;1;0;1;2;1
2022;      007804601;3;78;46;1;1;3;1;1;1
2022;      007804601;4;78;46;1;1;2;1;2;2
2022;      007813601;5;78;136;1;1;0;1;2;1
2022;      008002301;3;80;23;1;1;2;2;2;1
2022;      008004101;5;80;41;1;1;0;2;2;1
2022;      008006401;4;80;64;1;1;4;2;1;1
2022;      008006401;5;80;64;1;1;1;2;2;2
2022;      008007601;5;80;76;1;1;0;2;2;1
2022;      008012401;4;80;124;1;2; ; ;2;1
2022;      008502401;3;85;24;1;1;0;3;2;1
2022;      008505301;3;85;53;1;1;3;2;2;1
2022;      008506301;3;85;63;1;1;2;3;2;1
2022;      008507501;3;85;75;1;1;1;2;1;1
2022;      008507501;4;85;75;1;1;1;2;1;2
2022;      008507501;5;85;75;1;1;1;2;2;3
2022;      008508401;3;85;84;1;1;1;3;2;1
2022;      008512001;2;85;120;1;1;2;2;1;1
2022;      008512001;3;85;120;1;1;0;2;2;2
2022;      008700602;5;87;6;2;1;5;1;2;1
2022;      008700603;3;87;6;3;1;7;1;2;1
2022;      008700604;3;87;6;4;1;4;1;1;1
2022;      008700604;4;87;6;4;2; ; ;2;2
2022;      008705801;6;87;58;1;1;4;1;2;1
2022;      008715001;4;87;150;1;1;1;1;2;1
2022;      008716201;3;87;162;1;2; ; ;1;1
2022;      008716201;4;87;162;1;2; ; ;2;2
2022;      008801001;3;88;10;1;1;1;3;2;1
2022;      008801701;4;88;17;1;1;3;2;1;1
2022;      008801701;6;88;17;1;1;4;3;2;2
2022;      008806001;5;88;60;1;1;1;2;2;1
2022;      008806501;4;88;65;1;1;2;3;2;1
2022;      009102201;4;91;22;1;1;2;0;1;1
2022;      009102201;10;91;22;1;1;1;1;2;2
2022;      009103601;4;91;36;1;1;0;1;1;1
2022;      009103601;5;91;36;1;1;1;1;2;2
2022;      009108201;3;91;82;1;1;3;1;1;1
2022;      009108201;4;91;82;1;1;0;1;1;2
2022;      009108201;5;91;82;1;1;0;1;1;3
2022;      009108201;6;91;82;1;1;0;1;2;4
2022;      009110701;4;91;107;1;1;3;1;2;1
2022;      009200601;4;92;6;1;1;5;1;1;1
2022;      009200601;5;92;6;1;1;1;1;1;2
2022;      009200601;6;92;6;1;1;0;1;2;3
2022;      009203101;3;92;31;1;1;5;1;2;1
2022;      009204901;3;92;49;1;1;3;1;1;1
2022;      009204901;6;92;49;1;1;6;1;2;2
2022;      009205501;3;92;55;1;1;1;1;2;1
2022;      009207801;3;92;78;1;1;5;1;1;1
2022;      009207801;4;92;78;1;1;1;1;2;2
2022;      009208101;5;92;81;1;1;5;1;2;1
2022;      009400901;4;94;9;1;1;1;2;2;1
2022;      009403201;5;94;32;1;1;2;2;2;1
2022;      009404901;4;94;49;1;1;4;1;1;1
2022;      009404901;5;94;49;1;1;3;1;2;2
2022;      009405101;2;94;51;1;1;2;2;1;1
2022;      009405101;3;94;51;1;1;0;2;2;2
2022;      009407101;5;94;71;1;1;2;1;2;1
2022;      009902701;4;99;27;1;1;0;2;2;1
2022;      009903101;3;99;31;1;1;8;2;2;1
2022;      009903601;3;99;36;1;1;7;2;1;1
2022;      009903601;4;99;36;1;1;1;2;2;2
2022;      009904301;3;99;43;1;1;5;2;1;1
2022;      009904301;4;99;43;1;1;0;2;2;2
2022;      009906401;5;99;64;1;1;1;2;2;1
2022;      009907801;4;99;78;1;1;3;2;2;1
2022;      009908801;5;99;88;1;1;6;2;1;1
2022;      009908801;6;99;88;1;1;1;2;2;2
2022;      009909801;4;99;98;1;1;6;3;2;1
2022;      009910501;3;99;105;1;1;7;2;2;1
2022;      010000801;2;100;8;1;1;6;1;2;1
2022;      010000901;3;100;9;1;1;8;1;2;1
2022;      010002101;3;100;21;1;2; ; ;2;1
2022;      010002201;4;100;22;1;1;7;1;2;1
2022;      010002701;4;100;27;1;1;0;1;2;1
2022;      010002901;5;100;29;1;1;1;0;2;1
2022;      010004701;5;100;47;1;1;8;1;2;1
2022;      010005701;4;100;57;1;1;6;1;2;1
2022;      010005901;5;100;59;1;1;3;1;1;1
2022;      010005901;6;100;59;1;1;1;1;2;2
2022;      010403901;3;104;39;1;1;1;1;2;1
2022;      010404001;3;104;40;1;1;4;1;2;1
2022;      010404201;5;104;42;1;1;2;1;2;1
2022;      010404301;3;104;43;1;1;5;2;1;1
2022;      010404301;4;104;43;1;1;2;2;2;2
2022;      010404901;3;104;49;1;1;5;2;1;1
2022;      010404901;4;104;49;1;1;2;2;2;2
2022;      010405301;2;104;53;1;1;3;2;1;1
2022;      010405301;3;104;53;1;1;1;2;2;2
2022;      010405401;4;104;54;1;1;0;2;1;1
2022;      010405401;5;104;54;1;1;2;2;2;2
2022;      010408301;3;104;83;1;1;5;2;2;1
2022;      010408401;4;104;84;1;2; ; ;2;1
2022;      010600101;5;106;1;1;1;5;4;1;1
2022;      010600101;6;106;1;1;1;3;4;1;2
2022;      010600101;7;106;1;1;1;1;4;2;3
2022;      010600201;3;106;2;1;1;1;3;2;1
2022;      010600301;3;106;3;1;1;2;4;2;1
2022;      010604901;5;106;49;1;1;5;3;2;1
2022;      010605201;2;106;52;1;1;2;2;2;1
2022;      010606001;2;106;60;1;1;3;5;2;1
2022;      010606101;4;106;61;1;1;5;4;2;1
2022;      010606201;3;106;62;1;1;1;3;2;1
2022;      010700401;2;107;4;1;1;6;2;2;1
2022;      010707701;3;107;77;1;1;4;3;2;1
2022;      010710701;3;107;107;1;1;6;2;2;1
2022;      010900201;3;109;2;1;1;8;2;1;1
2022;      010900201;4;109;2;1;1;6;2;1;2
2022;      010900201;5;109;2;1;1;4;2;1;3
2022;      010900201;6;109;2;1;1;1;2;2;4
2022;      010902401;3;109;24;1;1;5;2;2;1
2022;      010902601;4;109;26;1;1;2;2;2;1
2022;      010903101;6;109;31;1;1;3;1;1;1
2022;      010903101;7;109;31;1;1;1;2;2;2
2022;      010903201;4;109;32;1;1;1;2;2;1
2022;      010903501;3;109;35;1;1;2;2;2;1
2022;      011000301;3;110;3;1;1;8;4;1;1
2022;      011000301;4;110;3;1;1;2;4;2;2
2022;      011000401;4;110;4;1;1;3;5;2;1
2022;      011000501;6;110;5;1;1;8;3;1;1
2022;      011000501;7;110;5;1;1;5;3;1;2
2022;      011000501;8;110;5;1;1;1;3;2;3
2022;      011002001;3;110;20;1;1;2;3;1;1
2022;      011002001;4;110;20;1;1;2;5;1;2
2022;      011002001;5;110;20;1;1;1;5;2;3
2022;      011005401;3;110;54;1;1;2;5;1;1
2022;      011005401;4;110;54;1;1;0;2;2;2
2022;      011007501;5;110;75;1;1;7;3;1;1
2022;      011007501;6;110;75;1;1;3;3;1;2
2022;      011007501;7;110;75;1;1;0;3;2;3
2022;      011009501;3;110;95;1;1;6;3;2;1
2022;      011010901;4;110;109;1;1;6;5;2;1
2022;      011011101;4;110;111;1;1;0;2;2;1
2022;      011100601;3;111;6;1;1;2;4;2;1
2022;      011100901;4;111;9;1;1;8;3;1;1
2022;      011100901;5;111;9;1;1;6;3;2;2
2022;      011101801;4;111;18;1;1;6;3;1;1
2022;      011101801;5;111;18;1;1;2;3;1;2
2022;      011101801;6;111;18;1;1;1;3;2;3
2022;      011103901;4;111;39;1;1;1;3;2;1
2022;      011104001;3;111;40;1;1;5;3;1;1
2022;      011104001;4;111;40;1;1;0;3;2;2
2022;      011203101;5;112;31;1;1;4;2;1;1
2022;      011203101;6;112;31;1;1;3;2;2;2
2022;      011203301;3;112;33;1;1;2;2;1;1
2022;      011203301;4;112;33;1;1;0;2;2;2
2022;      011203401;4;112;34;1;1;0;2;2;1
2022;      011203701;3;112;37;1;1;1;2;2;1
2022;      011203801;3;112;38;1;1;8;2;1;1
2022;      011203801;4;112;38;1;1;5;2;2;2
2022;      011204001;3;112;40;1;1;5;2;1;1
2022;      011204001;4;112;40;1;1;2;2;2;2
2022;      011204201;3;112;42;1;1;1;2;2;1
2022;      011206001;3;112;60;1;1;3;2;2;1
2022;      011206601;3;112;66;1;2; ; ;1;1
2022;      011206601;4;112;66;1;2; ; ;2;2
2022;      011206701;4;112;67;1;1;6;2;1;1
2022;      011206701;6;112;67;1;1;1;2;2;2
2022;      011207001;3;112;70;1;1;6;2;2;1
2022;      011302901;7;113;29;1;2; ; ;2;1
2022;      011306101;2;113;61;1;1;2;1;1;1
2022;      011306101;3;113;61;1;1;2;1;2;2
2022;      011700901;4;117;9;1;1;3;2;2;1
2022;      011702901;3;117;29;1;1;3;2;1;1
2022;      011702901;4;117;29;1;1;3;2;1;2
2022;      011702901;5;117;29;1;1;0;2;2;3
2022;      011704901;6;117;49;1;1;1;2;1;1
2022;      011704901;7;117;49;1;1;1;2;2;2
2022;      011706401;2;117;64;1;1;0;1;2;1
2022;      011708601;5;117;86;1;1;1;2;2;1
2022;      011709801;4;117;98;1;1;4;2;2;1
2022;      011710301;4;117;103;1;1;0;2;1;1
2022;      011710301;7;117;103;1;1;1;2;2;2
2022;      011901701;3;119;17;1;1;6;2;2;1
2022;      011903701;4;119;37;1;1;1;2;2;1
2022;      011911801;3;119;118;1;1;1;2;2;1
2022;      012100301;3;121;3;1;1;7;4;2;1
2022;      012108901;4;121;89;1;1;3;4;2;1
2022;      012115901;3;121;159;1;1;3;3;2;1
2022;      012118601;3;121;186;1;1;1;4;2;1
2022;      012119501;2;121;195;1;1;1;3;2;1
2022;      012119601;3;121;196;1;1;1;4;2;1
2022;      012606201;3;126;62;1;1;8;1;1;1
2022;      012606201;4;126;62;1;1;1;1;2;2
2022;      012606501;3;126;65;1;1;7;0;2;1
2022;      012606701;4;126;67;1;1;5;2;2;1
2022;      012609601;7;126;96;1;1;0;2;2;1
2022;      012610501;5;126;105;1;2; ; ;1;1
2022;      012610501;6;126;105;1;2; ; ;2;2
2022;      012701301;3;127;13;1;1;2;1;2;1
2022;      012704601;3;127;46;1;2; ; ;2;1
2022;      012707701;3;127;77;1;1;0;1;2;1
2022;      012709201;4;127;92;1;1;3;1;2;1
2022;      012710101;5;127;101;1;1;1;1;2;1
2022;      012712301;4;127;123;1;1;2;1;2;1
2022;      013100501;3;131;5;1;1;3;1;2;1
2022;      013101001;3;131;10;1;1;1;1;2;1
2022;      013101101;5;131;11;1;1;5;1;1;1
2022;      013101101;6;131;11;1;1;5;1;2;2
2022;      013104801;3;131;48;1;1;6;1;1;1
2022;      013104801;4;131;48;1;1;0;1;2;2
2022;      013105401;6;131;54;1;1;8;1;1;1
2022;      013105401;7;131;54;1;1;8;1;1;2
2022;      013105401;8;131;54;1;1;6;1;2;3
2022;      013107401;3;131;74;1;1;0;1;2;1
2022;      013109501;4;131;95;1;1;0;1;1;1
2022;      013109501;5;131;95;1;1;3;1;2;2
2022;      013112201;4;131;122;1;1;8;1;1;1
2022;      013112201;5;131;122;1;1;3;1;2;2
2022;      013203901;3;132;39;1;1;3;1;2;1
2022;      013500501;3;135;5;1;1;2;1;2;1
2022;      013501501;3;135;15;1;1;0;1;2;1
2022;      013501701;4;135;17;1;2; ; ;2;1
2022;      013509001;5;135;90;1;2; ; ;2;1
2022;      013701101;2;137;11;1;2; ; ;2;1
2022;      013702701;3;137;27;1;1;1;1;2;1
2022;      013703201;4;137;32;1;1;2;1;2;1
2022;      013706501;3;137;65;1;1;0;1;2;1
2022;      014102601;3;141;26;1;1;0;3;2;1
2022;      014102701;2;141;27;1;1;4;3;2;1
2022;      014104001;3;141;40;1;1;6;3;2;1
2022;      014104101;3;141;41;1;1;4;3;2;1
2022;      014104201;4;141;42;1;1;3;3;2;1
2022;      014110101;3;141;101;1;1;1;2;2;1
2022;      014110201;3;141;102;1;1;4;3;2;1
2022;      014110301;5;141;103;1;1;0;3;2;1
2022;      014302901;3;143;29;1;1;1;2;2;1
2022;      014304401;3;143;44;1;1;0;2;2;1
2022;      014304601;4;143;46;1;1;6;2;2;1
