ID1,HHID,HVIDX,QHCLUSTER,QHNUMBER,QHHOME,PS109_1R,PS109_1A,PS109_1M,PS109_1S,PS7
2025,      434803801,2,4348,38,1,1,3,3,2,1
2025,      434806401,3,4348,64,1,1,5,3,2,1
2025,      434810001,3,4348,100,1,2, , ,2,1
2025,      434814401,6,4348,144,1,1,5,3,1,1
2025,      434814401,7,4348,144,1,1,1,3,2,2
2025,      434815601,2,4348,156,1,1,3,3,1,1
2025,      434815601,3,4348,156,1,1,2,3,2,2
2025,      435000701,4,4350,7,1,1,1,2,2,1
2025,      435001401,3,4350,14,1,2, , ,2,1
2025,      435001501,3,4350,15,1,1,5,2,1,1
2025,      435001501,4,4350,15,1,1,0,2,2,2
2025,      435002001,5,4350,20,1,1,6,2,1,1
2025,      435002001,6,4350,20,1,1,0,2,2,2
2025,      435003401,3,4350,34,1,1,8,2,2,1
2025,      435009301,4,4350,93,1,2, , ,2,1
2025,      435200501,3,4352,5,1,2, , ,1,1
2025,      435200501,5,4352,5,1,2, , ,1,2
2025,      435200501,6,4352,5,1,2, , ,1,3
2025,      435200501,10,4352,5,1,2, , ,1,4
2025,      435200501,11,4352,5,1,2, , ,2,5
2025,      435212601,3,4352,126,1,2, , ,1,1
2025,      435212601,4,4352,126,1,2, , ,2,2
2025,      435214301,5,4352,143,1,1,5,2,2,1
2025,      435215701,3,4352,157,1,1,1,2,2,1
2025,      435402401,3,4354,24,1,2, , ,2,1
2025,      435402501,3,4354,25,1,2, , ,2,1
2025,      435402601,6,4354,26,1,2, , ,1,1
2025,      435402601,7,4354,26,1,2, , ,1,2
2025,      435402601,8,4354,26,1,2, , ,2,3
2025,      435402701,3,4354,27,1,2, , ,1,1
2025,      435402701,4,4354,27,1,2, , ,1,2
2025,      435402701,6,4354,27,1,2, , ,1,3
2025,      435402701,7,4354,27,1,2, , ,2,4
2025,      435402801,5,4354,28,1,2, , ,1,1
2025,      435402801,6,4354,28,1,2, , ,1,2
2025,      435402801,8,4354,28,1,2, , ,2,3
2025,      435404801,3,4354,48,1,2, , ,2,1
2025,      435404901,3,4354,49,1,2, , ,1,1
2025,      435404901,4,4354,49,1,2, , ,1,2
2025,      435404901,5,4354,49,1,2, , ,2,3
2025,      435405101,3,4354,51,1,2, , ,1,1
2025,      435405101,10,4354,51,1,2, , ,2,2
2025,      435412101,4,4354,121,1,2, , ,2,1
2025,      435412201,3,4354,122,1,2, , ,2,1
2025,      435412301,4,4354,123,1,2, , ,2,1
2025,      435412401,3,4354,124,1,2, , ,2,1
2025,      435506501,3,4355,65,1,1,4,3,1,1
2025,      435506501,4,4355,65,1,1,3,3,1,2
2025,      435506501,5,4355,65,1,1,0,3,2,3
2025,      435506601,4,4355,66,1,1,6,3,2,1
2025,      435512301,3,4355,123,1,1,2,3,1,1
2025,      435512301,4,4355,123,1,1,0,3,2,2
2025,      435512401,3,4355,124,1,1,4,3,1,1
2025,      435512401,4,4355,124,1,1,3,3,1,2
2025,      435512401,5,4355,124,1,1,2,3,1,3
2025,      435512401,6,4355,124,1,1,0,3,2,4
2025,      435512501,3,4355,125,1,1,2,3,1,1
2025,      435512501,4,4355,125,1,1,0,3,2,2
2025,      435512701,3,4355,127,1,1,1,3,2,1
2025,      435512801,3,4355,128,1,1,3,3,1,1
2025,      435512801,4,4355,128,1,1,1,0,2,2
2025,      435516001,4,4355,160,1,1,2,3,2,1
2025,      435516801,4,4355,168,1,1,0,3,2,1
2025,      435516901,5,4355,169,1,1,7,3,1,1
2025,      435516901,6,4355,169,1,1,1,3,2,2
2025,      435517001,5,4355,170,1,1,5,3,2,1
2025,      435703001,3,4357,30,1,1,0,4,2,1
2025,      435707201,3,4357,72,1,1,0,4,2,1
2025,      435707301,3,4357,73,1,1,8,4,1,1
2025,      435707301,4,4357,73,1,1,1,4,2,2
2025,      435709501,3,4357,95,1,1,5,4,1,1
2025,      435709501,4,4357,95,1,1,1,4,2,2
2025,      435800101,3,4358,1,1,1,4,1,1,1
2025,      435800101,4,4358,1,1,1,0,1,2,2
2025,      435800201,4,4358,2,1,1,0,1,2,1
2025,      435804401,2,4358,44,1,1,7,1,1,1
2025,      435804401,3,4358,44,1,1,3,1,2,2
2025,      435804801,3,4358,48,1,1,1,1,2,1
2025,      435804901,3,4358,49,1,1,3,1,2,1
2025,      435908201,3,4359,82,1,1,7,1,2,1
2025,      435908501,4,4359,85,1,1,1,1,2,1
2025,      435913401,4,4359,134,1,1,3,1,2,1
2025,      435913501,4,4359,135,1,1,6,1,2,1
2025,      435913601,4,4359,136,1,1,4,1,2,1
2025,      435913801,3,4359,138,1,1,0,1,2,1
2025,      435914001,3,4359,140,1,1,1,1,2,1
2025,      435914301,3,4359,143,1,1,1,1,2,1
2025,      436002001,5,4360,20,1,1,4,2,2,1
2025,      436002101,3,4360,21,1,1,2,1,1,1
2025,      436002101,4,4360,21,1,1,4,2,2,2
2025,      436002201,3,4360,22,1,1,2,2,1,1
2025,      436002201,4,4360,22,1,1,0,2,2,2
2025,      436011901,4,4360,119,1,2, , ,2,1
2025,      436012001,3,4360,120,1,1,6,2,1,1
2025,      436012001,4,4360,120,1,1,3,2,1,2
2025,      436012001,5,4360,120,1,1,0,2,2,3
2025,      436201101,5,4362,11,1,1,3,1,2,1
2025,      436201301,3,4362,13,1,1,3,1,2,1
2025,      436203801,3,4362,38,1,1,3,1,1,1
2025,      436203801,4,4362,38,1,1,0,1,2,2
2025,      436203901,4,4362,39,1,1,3,1,2,1
2025,      436204001,3,4362,40,1,1,0,1,2,1
2025,      436204101,6,4362,41,1,1,3,1,2,1
2025,      436210001,3,4362,100,1,1,1,1,2,1
2025,      436303001,3,4363,30,1,1,1,3,2,1
2025,      436305601,5,4363,56,1,1,0,3,2,1
2025,      436307001,4,4363,70,1,1,1,5,2,1
2025,      436307401,3,4363,74,1,1,3,3,2,1
2025,      436307601,2,4363,76,1,1,1,3,2,1
2025,      436307901,2,4363,79,1,1,0,3,2,1
2025,      436407101,5,4364,71,1,1,1,4,2,1
2025,      436409101,4,4364,91,1,2, , ,2,1
2025,      436502201,3,4365,22,1,2, , ,1,1
2025,      436502201,4,4365,22,1,1,1,2,2,2
2025,      436502301,4,4365,23,1,1,1,3,2,1
2025,      436507401,4,4365,74,1,1,2,2,2,1
2025,      436507701,3,4365,77,1,1,0,3,2,1
2025,      436509001,4,4365,90,1,1,1,3,1,1
2025,      436509001,5,4365,90,1,1,1,3,1,2
2025,      436509001,6,4365,90,1,1,0,3,2,3
2025,      436509501,3,4365,95,1,1,1,2,2,1
2025,      436511101,2,4365,111,1,1,4,2,2,1
2025,      436809901,3,4368,99,1,1,3,4,1,1
2025,      436809901,4,4368,99,1,1,3,4,2,2
2025,      436811201,3,4368,112,1,1,3,4,2,1
2025,      436813701,3,4368,137,1,2, , ,1,1
2025,      436813701,4,4368,137,1,2, , ,2,2
2025,      436900401,3,4369,4,1,1,7,2,2,1
2025,      436902101,4,4369,21,1,1,1,2,2,1
2025,      436903601,3,4369,36,1,2, , ,1,1
2025,      436903601,4,4369,36,1,2, , ,2,2
2025,      436907701,3,4369,77,1,1,2,2,1,1
2025,      436907701,4,4369,77,1,1,0,2,2,2
2025,      436911401,3,4369,114,1,1,4,2,2,1
2025,      436913401,3,4369,134,1,2, , ,2,1
2025,      437012201,3,4370,122,1,1,0,1,1,1
2025,      437012201,4,4370,122,1,1,0,1,2,2
2025,      437012501,3,4370,125,1,2, , ,1,1
2025,      437012501,4,4370,125,1,1,1,1,2,2
2025,      437200101,3,4372,1,1,1,2,5,2,1
2025,      437202301,3,4372,23,1,1,3,5,1,1
2025,      437202301,4,4372,23,1,1,1,5,1,2
2025,      437202301,5,4372,23,1,1,1,5,2,3
2025,      437205801,5,4372,58,1,1,3,5,2,1
2025,      437206901,2,4372,69,1,1,0,5,2,1
2025,      437209501,2,4372,95,1,1,1,4,2,1
2025,      437400401,5,4374,4,1,1,0,4,2,1
2025,      437403501,5,4374,35,1,2, , ,2,1
2025,      437406401,3,4374,64,1,1,0,4,2,1
2025,      437406801,3,4374,68,1,2, , ,1,1
2025,      437406801,4,4374,68,1,1,1,4,2,2
2025,      437408201,4,4374,82,1,1,1,4,2,1
2025,      437501801,3,4375,18,1,2, , ,2,1
2025,      437502801,4,4375,28,1,1,4,3,2,1
2025,      437504401,3,4375,44,1,1,4,0,2,1
2025,      437505001,4,4375,50,1,2, , ,1,1
2025,      437505001,5,4375,50,1,1,0,3,2,2
2025,      437506601,3,4375,66,1,1,2,3,2,1
2025,      437507301,4,4375,73,1,1,0,3,2,1
2025,      437509001,3,4375,90,1,2, , ,1,1
2025,      437509001,4,4375,90,1,2, , ,2,2
2025,      437601301,2,4376,13,1,1,4,2,2,1
2025,      437602301,4,4376,23,1,1,2,2,2,1
2025,      437606201,3,4376,62,1,1,0,2,1,1
2025,      437606201,5,4376,62,1,1,3,2,2,2
2025,      437606501,3,4376,65,1,1,7,2,1,1
2025,      437606501,4,4376,65,1,1,4,2,2,2
2025,      437606601,3,4376,66,1,1,5,2,1,1
2025,      437606601,4,4376,66,1,1,2,2,1,2
2025,      437606601,5,4376,66,1,1,0,2,2,3
2025,      437706401,4,4377,64,1,1,7,3,1,1
2025,      437706401,5,4377,64,1,1,3,3,2,2
2025,      437902301,4,4379,23,1,1,8,2,2,1
2025,      438102101,3,4381,21,1,1,8,4,2,1
2025,      438105301,2,4381,53,1,1,3,4,1,1
2025,      438105301,3,4381,53,1,1,1,4,2,2
2025,      438108201,4,4381,82,1,1,8,4,1,1
2025,      438108201,5,4381,82,1,1,5,4,2,2
2025,      438200101,3,4382,1,1,1,2,3,2,1
2025,      438200201,5,4382,2,1,1,2,4,2,1
2025,      438200301,5,4382,3,1,1,8,4,2,1
2025,      438200501,3,4382,5,1,1,5,3,2,1
2025,      438200701,3,4382,7,1,1,6,4,2,1
2025,      438207101,3,4382,71,1,1,2,4,1,1
2025,      438207101,4,4382,71,1,1,0,4,2,2
2025,      438207401,4,4382,74,1,1,7,4,2,1
2025,      438304201,3,4383,42,1,1,1,1,2,1
2025,      438304301,3,4383,43,1,1,0,2,2,1
2025,      438401801,4,4384,18,1,1,4,4,2,1
2025,      438403501,3,4384,35,1,1,2,3,2,1
2025,      438407901,2,4384,79,1,1,2,3,1,1
2025,      438407901,3,4384,79,1,1,0,3,2,2
2025,      438408101,5,4384,81,1,1,7,5,2,1
2025,      438603401,2,4386,34,1,1,1,1,2,1
2025,      438604201,3,4386,42,1,1,1,1,2,1
2025,      438604401,3,4386,44,1,1,3,1,2,1
2025,      438606201,3,4386,62,1,1,1,1,2,1
2025,      438804701,3,4388,47,1,1,1,1,2,1
2025,      438808201,4,4388,82,1,1,0,1,2,1
2025,      438901001,3,4389,10,1,1,6,1,1,1
2025,      438901001,4,4389,10,1,1,0,1,2,2
2025,      438904001,3,4389,40,1,1,0,1,2,1
2025,      438912201,5,4389,122,1,1,0,2,2,1
2025,      438912301,3,4389,123,1,1,1,1,2,1
2025,      439007001,3,4390,70,1,2, , ,2,1
2025,      439008201,4,4390,82,1,1,1,0,2,1
2025,      439103501,2,4391,35,1,1,4,2,1,1
2025,      439103501,3,4391,35,1,1,3,2,2,2
2025,      439104601,4,4391,46,1,1,8,3,1,1
2025,      439104601,5,4391,46,1,1,6,3,2,2
2025,      439105001,4,4391,50,1,1,6,2,2,1
2025,      439105101,3,4391,51,1,1,3,3,2,1
2025,      439108301,3,4391,83,1,1,8,2,2,1
2025,      439108901,3,4391,89,1,1,3,2,2,1
2025,      439109201,3,4391,92,1,1,3,3,1,1
2025,      439109201,4,4391,92,1,1,4,3,2,2
2025,      439201301,2,4392,13,1,1,2,2,1,1
2025,      439201301,3,4392,13,1,1,2,2,2,2
2025,      439201401,4,4392,14,1,1,0,2,2,1
2025,      439201801,3,4392,18,1,1,1,2,2,1
2025,      439205301,3,4392,53,1,1,3,2,2,1
2025,      439205601,3,4392,56,1,1,3,2,2,1
2025,      439209501,3,4392,95,1,1,1,2,1,1
2025,      439209501,4,4392,95,1,1,0,2,2,2
2025,      439209801,3,4392,98,1,1,2,2,2,1
2025,      439303401,4,4393,34,1,1,7,4,1,1
2025,      439303401,5,4393,34,1,1,3,4,2,2
2025,      439303501,4,4393,35,1,1,4,4,2,1
2025,      439312801,2,4393,128,1,1,3,4,1,1
2025,      439312801,3,4393,128,1,1,3,4,1,2
2025,      439312801,4,4393,128,1,1,3,4,2,3
2025,      439312901,3,4393,129,1,1,0,4,2,1
2025,      439313701,4,4393,137,1,1,4,4,2,1
2025,      439400401,4,4394,4,1,1,3,1,1,1
2025,      439400401,5,4394,4,1,1,2,1,2,2
2025,      439400501,3,4394,5,1,1,3,2,2,1
2025,      439405701,3,4394,57,1,1,0,2,2,1
2025,      439405801,3,4394,58,1,1,5,1,2,1
2025,      439412201,3,4394,122,1,1,5,1,1,1
2025,      439412201,4,4394,122,1,1,3,1,1,2
2025,      439412201,5,4394,122,1,1,0,1,2,3
2025,      439412501,3,4394,125,1,1,7,1,2,1
2025,      439412701,6,4394,127,1,1,7,1,2,1
2025,      439501001,2,4395,10,1,1,3,1,2,1
2025,      439501901,3,4395,19,1,1,9,1,1,1
2025,      439501901,4,4395,19,1,1,5,1,2,2
2025,      439504601,3,4395,46,1,1,0,1,1,1
2025,      439504601,5,4395,46,1,1,6,1,2,2
2025,      439504901,2,4395,49,1,1,7,1,1,1
2025,      439504901,3,4395,49,1,1,1,1,2,2
2025,      439602201,3,4396,22,1,1,3,2,2,1
2025,      439704201,2,4397,42,1,1,7,2,2,1
2025,      439712501,4,4397,125,1,1,1,2,2,1
2025,      439801501,3,4398,15,1,2, , ,1,1
2025,      439801501,4,4398,15,1,2, , ,2,2
2025,      439802101,2,4398,21,1,1,2,3,2,1
2025,      439802401,3,4398,24,1,1,5,3,2,1
2025,      439803701,2,4398,37,1,1,0,3,2,1
2025,      439805901,3,4398,59,1,1,0,3,2,1
2025,      439900101,3,4399,1,1,1,7,1,1,1
2025,      439900101,4,4399,1,1,1,4,1,2,2
2025,      439900501,3,4399,5,1,1,4,1,2,1
2025,      439900601,3,4399,6,1,1,2,1,2,1
2025,      439914001,4,4399,140,1,1,5,1,2,1
2025,      439919101,3,4399,191,1,1,7,1,2,1
2025,      439919201,3,4399,192,1,1,0,1,1,1
2025,      439919201,6,4399,192,1,1,4,1,2,2
2025,      440001101,3,4400,11,1,1,5,4,1,1
2025,      440001101,4,4400,11,1,1,2,4,2,2
2025,      440001201,3,4400,12,1,1,4,4,2,1
2025,      440001301,4,4400,13,1,1,7,3,1,1
2025,      440001301,5,4400,13,1,1,1,3,2,2
2025,      440001701,4,4400,17,1,1,4,3,2,1
2025,      440002301,3,4400,23,1,1,5,4,1,1
2025,      440002301,4,4400,23,1,1,1,4,2,2
2025,      440002401,4,4400,24,1,1,3,4,1,1
2025,      440002401,5,4400,24,1,1,0,4,2,2
2025,      440002501,2,4400,25,1,1,5,3,2,1
2025,      440008201,3,4400,82,1,1,8,3,1,1
2025,      440008201,4,4400,82,1,1,3,3,2,2
2025,      440008301,3,4400,83,1,1,1,4,2,1
2025,      440008401,3,4400,84,1,1,1,4,2,1
2025,      440100201,3,4401,2,1,1,0,1,2,1
2025,      440102001,3,4401,20,1,1,0,2,2,1
2025,      440103601,3,4401,36,1,2, , ,2,1
2025,      440110701,3,4401,107,1,1,4,3,2,1
2025,      440111001,3,4401,110,1,1,2,2,2,1
2025,      440111201,3,4401,112,1,1,5,2,1,1
2025,      440111201,4,4401,112,1,1,1,2,2,2
2025,      440112301,3,4401,123,1,1,0,2,2,1
2025,      440201201,3,4402,12,1,1,4,1,2,1
2025,      440202201,4,4402,22,1,2, , ,2,1
2025,      440204201,3,4402,42,1,1,7,1,2,1
2025,      440308701,4,4403,87,1,1,4,1,2,1
2025,      440412601,3,4404,126,1,1,0,4,2,1
2025,      440504001,6,4405,40,1,1,5,4,2,1
2025,      440507601,3,4405,76,1,1,4,3,1,1
2025,      440507601,4,4405,76,1,1,0,4,2,2
2025,      440513101,2,4405,131,1,1,6,3,1,1
2025,      440513101,3,4405,131,1,1,1,3,2,2
2025,      440614101,4,4406,141,1,1,0,3,2,1
2025,      440614301,8,4406,143,1,2, , ,2,1
2025,      440704701,4,4407,47,1,2, , ,2,1
2025,      440803001,4,4408,30,1,1,2,1,2,1
2025,      440810701,3,4408,107,1,1,1,1,2,1
2025,      440816001,3,4408,160,1,1,1,1,2,1
2025,      440916101,4,4409,161,1,1,4,2,1,1
2025,      440916101,5,4409,161,1,1,2,2,2,2
2025,      441001101,3,4410,11,1,1,2,4,2,1
2025,      441004801,4,4410,48,1,2, , ,2,1
2025,      441008601,4,4410,86,1,1,2,4,1,1
2025,      441008601,6,4410,86,1,1,2,4,2,2
2025,      441011101,2,4410,111,1,1,3,4,1,1
2025,      441011101,3,4410,111,1,1,0,4,2,2
2025,      441101101,4,4411,11,1,1,4,3,1,1
2025,      441101101,5,4411,11,1,1,0,3,2,2
2025,      441102901,3,4411,29,1,1,4,3,1,1
2025,      441102901,4,4411,29,1,1,2,4,2,2
2025,      441104001,3,4411,40,1,2, , ,2,1
2025,      441110101,3,4411,101,1,1,2,2,1,1
2025,      441110101,4,4411,101,1,1,1,2,2,2
2025,      441110901,4,4411,109,1,1,7,2,2,1
2025,      441302101,4,4413,21,1,1,1,0,2,1
2025,      441303201,3,4413,32,1,1,0,2,1,1
2025,      441303201,7,4413,32,1,1,3,1,2,2
2025,      441304801,2,4413,48,1,1,6,1,1,1
2025,      441304801,3,4413,48,1,1,3,1,1,2
2025,      441304801,4,4413,48,1,1,1,1,2,3
2025,      441306601,5,4413,66,1,1,1,1,2,1
2025,      441404101,4,4414,41,1,1,1,3,1,1
2025,      441404101,5,4414,41,1,1,0,3,1,2
2025,      441404101,6,4414,41,1,1,3,3,1,3
2025,      441404101,7,4414,41,1,1,0,3,1,4
2025,      441404101,8,4414,41,1,1,0,3,2,5
2025,      441405101,3,4414,51,1,1,5,3,2,1
2025,      441407401,2,4414,74,1,1,4,2,2,1
2025,      441501201,3,4415,12,1,2, , ,2,1
2025,      441603701,5,4416,37,1,1,0,3,2,1
2025,      441802901,3,4418,29,1,2, , ,1,1
2025,      441802901,4,4418,29,1,2, , ,2,2
2025,      441804201,5,4418,42,1,1,1,3,2,1
2025,      441807301,5,4418,73,1,1,5,1,1,1
2025,      441807301,6,4418,73,1,1,1,1,2,2
2025,      441807601,2,4418,76,1,2, , ,1,1
2025,      441807601,3,4418,76,1,1,2,1,2,2
2025,      441808101,3,4418,81,1,1,1,3,2,1
2025,      441903501,4,4419,35,1,1,2,0,2,1
2025,      441907701,4,4419,77,1,1,4,0,1,1
2025,      441907701,6,4419,77,1,1,1,0,1,2
2025,      441907701,8,4419,77,1,1,1,0,2,3
2025,      442100901,8,4421,9,1,1,0,4,1,1
2025,      442100901,9,4421,9,1,1,2,4,2,2
2025,      442101801,3,4421,18,1,1,0,4,1,1
2025,      442101801,4,4421,18,1,1,0,4,2,2
2025,      442101901,6,4421,19,1,1,0,3,2,1
2025,      442102201,5,4421,22,1,1,0,4,2,1
2025,      442107301,2,4421,73,1,1,3,4,1,1
2025,      442107301,3,4421,73,1,1,2,4,2,2
2025,      442107401,2,4421,74,1,1,1,4,2,1
2025,      442107601,3,4421,76,1,1,6,4,1,1
2025,      442107601,4,4421,76,1,1,1,4,2,2
2025,      442108101,5,4421,81,1,2, , ,2,1
2025,      442202001,6,4422,20,1,1,2,3,2,1
2025,      442203201,5,4422,32,1,1,0,1,2,1
2025,      442204001,4,4422,40,1,1,8,3,1,1
2025,      442204001,5,4422,40,1,1,0,3,2,2
2025,      442205101,4,4422,51,1,1,7,2,1,1
2025,      442205101,5,4422,51,1,1,1,3,2,2
2025,      442205501,6,4422,55,1,1,0,3,2,1
2025,      442209801,3,4422,98,1,1,5,3,2,1
2025,      442301201,5,4423,12,1,1,0,3,2,1
2025,      442302301,4,4423,23,1,1,8,3,1,1
2025,      442302301,5,4423,23,1,1,4,3,2,2
2025,      442302401,3,4423,24,1,1,7,3,2,1
2025,      442303201,5,4423,32,1,1,4,3,2,1
2025,      442305201,3,4423,52,1,1,1,3,1,1
2025,      442305201,5,4423,52,1,1,8,3,2,2
2025,      442306201,3,4423,62,1,1,6,3,1,1
2025,      442306201,4,4423,62,1,1,3,3,2,2
2025,      442308001,3,4423,80,1,1,0,3,2,1
2025,      442309301,3,4423,93,1,1,0,3,2,1
2025,      442401501,2,4424,15,1,1,8,2,1,1
2025,      442401501,3,4424,15,1,1,0,2,1,2
2025,      442401501,5,4424,15,1,1,2,2,2,3
2025,      442407701,3,4424,77,1,1,1,2,2,1
2025,      442505001,4,4425,50,1,1,0,3,2,1
2025,      442600801,5,4426,8,1,1,1,1,1,1
2025,      442600801,6,4426,8,1,1,0,1,2,2
2025,      442601001,3,4426,10,1,1,5,1,2,1
2025,      442603401,3,4426,34,1,1,3,1,1,1
2025,      442603401,4,4426,34,1,1,0,1,2,2
2025,      442611901,5,4426,119,1,1,3,1,1,1
2025,      442611901,6,4426,119,1,1,1,1,2,2
2025,      442612101,3,4426,121,1,1,3,1,2,1
2025,      442612401,5,4426,124,1,1,7,1,2,1
2025,      442904601,5,4429,46,1,1,1,0,2,1
2025,      442907701,4,4429,77,1,1,2,1,2,1
2025,      442908801,2,4429,88,1,1,7,0,1,1
2025,      442908801,3,4429,88,1,2, , ,2,2
2025,      442908901,3,4429,89,1,1,6,1,1,1
2025,      442908901,4,4429,89,1,1,3,1,1,2
2025,      442908901,5,4429,89,1,1,0,1,2,3
2025,      442909101,3,4429,91,1,1,2,1,2,1
2025,      443001701,3,4430,17,1,1,8,4,2,1
2025,      443003401,3,4430,34,1,1,7,3,1,1
2025,      443003401,4,4430,34,1,1,4,3,2,2
2025,      443004501,4,4430,45,1,1,3,4,1,1
2025,      443004501,5,4430,45,1,1,1,4,1,2
2025,      443004501,6,4430,45,1,1,1,4,2,3
2025,      443009301,4,4430,93,1,1,4,2,1,1
2025,      443009301,8,4430,93,1,1,4,2,2,2
2025,      443100401,5,4431,4,1,1,3,1,2,1
2025,      443100601,4,4431,6,1,1,0,1,2,1
2025,      443101001,2,4431,10,1,1,0,1,2,1
2025,      443101801,4,4431,18,1,1,7,1,2,1
2025,      443103101,3,4431,31,1,1,0,1,2,1
2025,      443106701,3,4431,67,1,1,4,1,2,1
2025,      443201801,3,4432,18,1,1,3,4,2,1
2025,      443202101,3,4432,21,1,1,8,4,1,1
2025,      443202101,4,4432,21,1,1,5,4,2,2
2025,      443202701,3,4432,27,1,1,1,1,2,1
2025,      443203201,3,4432,32,1,1,0,4,1,1
2025,      443203201,5,4432,32,1,1,4,4,1,2
2025,      443203201,6,4432,32,1,1,5,4,2,3
2025,      443408301,2,4434,83,1,1,7,1,1,1
2025,      443408301,3,4434,83,1,1,0,1,2,2
2025,      443408401,3,4434,84,1,1,6,1,1,1
2025,      443408401,4,4434,84,1,1,0,1,1,2
2025,      443408401,8,4434,84,1,1,2,1,2,3
2025,      443408601,4,4434,86,1,1,6,1,2,1
2025,      443508301,6,4435,83,1,1,1,0,2,1
2025,      443600901,3,4436,9,1,1,5,0,2,1
2025,      443601001,3,4436,10,1,1,5,0,2,1
2025,      443603801,5,4436,38,1,1,6,0,2,1
2025,      443604201,5,4436,42,1,1,7,1,2,1
2025,      443604801,4,4436,48,1,1,7,1,1,1
2025,      443604801,5,4436,48,1,1,6,1,2,2
2025,      443701401,2,4437,14,1,1,7,3,2,1
2025,      443703901,3,4437,39,1,1,1,3,2,1
2025,      443707201,3,4437,72,1,1,0,5,2,1
2025,      443801901,4,4438,19,1,1,7,3,2,1
2025,      443803301,4,4438,33,1,1,7,3,2,1
2025,      443806101,3,4438,61,1,1,4,3,1,1
2025,      443806101,4,4438,61,1,1,0,3,2,2
2025,      443806701,4,4438,67,1,2, , ,2,1
2025,      444000701,3,4440,7,1,1,7,3,2,1
2025,      444004201,2,4440,42,1,1,7,3,2,1
2025,      444004801,2,4440,48,1,1,7,3,2,1
2025,      444005301,3,4440,53,1,1,8,3,1,1
2025,      444005301,4,4440,53,1,1,0,3,2,2
2025,      444102301,2,4441,23,1,1,8,4,2,1
2025,      444104701,2,4441,47,1,1,2,4,2,1
2025,      444105201,4,4441,52,1,1,1,4,2,1
2025,      444212401,2,4442,124,1,2, , ,2,1
2025,      444214201,6,4442,142,1,1,1,4,1,1
2025,      444214201,7,4442,142,1,2, , ,2,2
2025,      444302301,3,4443,23,1,2, , ,1,1
2025,      444302301,4,4443,23,1,2, , ,2,2
2025,      444304001,3,4443,40,1,1,1,1,2,1
2025,      444309401,5,4443,94,1,1,4,2,1,1
2025,      444309401,6,4443,94,1,1,1,2,2,2
2025,      444318801,3,4443,188,1,1,2,1,1,1
2025,      444318801,4,4443,188,1,1,0,1,2,2
2025,      444320601,3,4443,206,1,1,0,2,1,1
2025,      444320601,7,4443,206,1,2, , ,2,2
2025,      444512001,4,4445,120,1,1,3,0,1,1
2025,      444512001,5,4445,120,1,1,1,0,2,2
2025,      444603701,3,4446,37,1,1,1,2,1,1
2025,      444603701,4,4446,37,1,1,0,2,2,2
2025,      444604601,3,4446,46,1,1,3,2,2,1
2025,      444605401,2,4446,54,1,1,6,2,2,1
2025,      444606801,3,4446,68,1,1,7,2,2,1
2025,      444610901,4,4446,109,1,1,2,2,1,1
2025,      444610901,5,4446,109,1,1,2,2,2,2
2025,      444702001,4,4447,20,1,1,8,2,1,1
2025,      444702001,5,4447,20,1,1,2,2,2,2
2025,      444704201,4,4447,42,1,1,5,2,2,1
2025,      444801301,3,4448,13,1,2, , ,1,1
